event_id,model_name,symbol,timeframe,direction,detected_at,status,entry_low,entry_high,entry_price,invalidation,risk,score,reason,components_json,warning,skipped_reason,forward_bars,mfe,mae,mfe_r,mae_r,hit_0_5r,hit_1r,hit_2r,invalidated,bars_to_0_5r,bars_to_1r,bars_to_2r,bars_to_invalidation,future_high,future_low,hit_1r_before_invalidation,hit_2r_before_invalidation
94f1525b343cdd8d,Entry Model 2,BTCUSDT,5m,long,1746058500000,triggered,94121.0,94196.5,94158.75,94086.7,72.05000000000291,5,"SSL sweep, Breaker inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""Breaker"", ""origin_time"": 1746056700000, ""retested"": false, ""trigger_time"": 1746057900000}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746058500000}",,,20,503.8500000000058,31.75,6.993060374739563,0.44066620402496487,True,True,True,False,1,2,6,,94662.6,94127.0,True,True
fbc6df7e6e553c97,Entry Model 2,BTCUSDT,5m,short,1746058800000,triggered,94190.4,94216.2,94203.29999999999,94299.3,96.00000000001455,4,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746058500000, ""retest_at"": null, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746058800000}",,,20,37.99999999998545,459.30000000001746,0.39583333333312176,4.784374999999456,False,False,False,True,,,,5,94662.6,94165.3,False,False
65bd01d600a7c7c6,Entry Model 1,BTCUSDT,5m,long,1746060900000,triggered,94248.6,94300.6,94274.6,94086.7,187.90000000000873,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746060600000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746057600000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746060900000}",,,20,664.7999999999884,0.0,3.538052155401583,0.0,True,True,True,False,1,2,5,,94939.4,94343.4,True,True
6829f01964f0a35c,Entry Model 1,BTCUSDT,5m,short,1746061200000,triggered,94370.0,94439.0,94404.5,94668.6,264.1000000000058,4,"BSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746052200000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746051000000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746061200000}",,,20,4.5,534.8999999999942,0.017039000378644076,2.0253691783414705,False,False,False,True,,,,13,94939.4,94400.0,False,False
c578e4fdc3ba1ba6,Entry Model 2,BTCUSDT,5m,short,1746061200000,triggered,94437.9,94549.4,94493.65,94668.6,174.95000000001164,5,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746051900000, ""retest_at"": null, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746061200000}",,,20,93.64999999999418,445.75,0.5352957987995881,2.5478708202341833,True,False,False,True,1,,,13,94939.4,94400.0,False,False
8abde9d21e9c9bcb,Entry Model 2,BTCUSDT,5m,long,1746062100000,triggered,94609.0,94618.9,94613.95,94367.1,246.84999999999127,5,"SSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746050700000, ""retest_at"": 1746051000000, ""source_direction"": ""bearish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746062100000}",,,20,325.4499999999971,177.84999999999127,1.3184119910877399,0.720478023090936,True,True,False,False,10,14,,,94939.4,94436.1,True,False
4e0d4ce131ca132d,Entry Model 2,BTCUSDT,5m,short,1746063000000,triggered,94437.9,94549.4,94493.65,94668.6,174.95000000001164,5,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746051900000, ""retest_at"": 1746061200000, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746063000000}",,,20,57.54999999998836,484.45000000001164,0.3289511288938813,2.7690768791081988,False,False,False,True,,,,7,94978.1,94436.1,False,False
568d03be7a9c51a1,Entry Model 2,BTCUSDT,5m,long,1746063900000,triggered,94609.0,94618.9,94613.95,94367.1,246.84999999999127,5,"SSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746050700000, ""retest_at"": 1746051000000, ""source_direction"": ""bearish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746063900000}",,,20,364.15000000000873,91.55000000000291,1.4751873607454795,0.37087299979747274,True,True,False,False,4,8,,,94978.1,94522.4,True,False
04a47829cc773a0b,Entry Model 2,BTCUSDT,5m,short,1746068100000,triggered,94768.0,94825.3,94796.65,94882.5,85.85000000000582,4,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746067800000, ""retest_at"": null, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746068100000}",,,20,165.64999999999418,181.45000000001164,1.9295282469421426,2.113570180547459,True,True,False,True,3,3,,2,94978.1,94631.0,False,False
03e957268fc030f9,Entry Model 1,BTCUSDT,5m,short,1746069600000,triggered,94733.2,94836.3,94784.75,94810.7,25.94999999999709,4,"BSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""fvg_created_at"": 1746069300000, ""fvg_mitigated_at"": null, ""structure_type"": ""BOS"", ""sweep_timestamp"": 1746067800000}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746069600000}",,,20,124.55000000000291,135.25,4.7996146435459295,5.211946050096923,True,True,True,True,1,1,2,2,94920.0,94660.2,True,True
5a96cad220dfde19,Entry Model 2,BTCUSDT,5m,short,1746069600000,triggered,94755.3,94777.0,94766.15,94978.1,211.95000000001164,5,"BSL sweep, Breaker inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""Breaker"", ""origin_time"": 1746067800000, ""retested"": false, ""trigger_time"": 1746069300000}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746069600000}",,,20,105.94999999999709,153.85000000000582,0.4998820476527071,0.7258787449870129,False,False,False,False,,,,,94920.0,94660.2,False,False
64ab30dc50c0be20,Entry Model 2,BTCUSDT,5m,long,1746070800000,triggered,94733.2,94836.3,94784.75,94700.0,84.75,5,"SSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746070500000, ""retest_at"": null, ""source_direction"": ""bearish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746070800000}",,,20,158.35000000000582,124.55000000000291,1.86843657817116,1.4696165191740755,True,True,False,True,6,15,,1,94943.1,94660.2,False,False
609ffa3ef13298aa,Entry Model 2,BTCUSDT,5m,short,1746071400000,triggered,94733.2,94740.2,94736.7,94844.4,107.69999999999709,5,"BSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""candidate_kind"": ""IFVG"", ""invalidated_at"": 1746071100000, ""retest_at"": null, ""source_direction"": ""bullish""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""5m"", ""raw_timestamp"": 1746071400000}",,,20,76.5,206.40000000000873,0.7103064066852559,1.916434540390105,True,False,False,True,8,,,4,94943.1,94660.2,False,False
