event_id,model_name,symbol,timeframe,direction,detected_at,status,entry_low,entry_high,entry_price,invalidation,risk,score,reason,components_json,warning,skipped_reason,htf_bias,htf_confidence,htf_zone_type,htf_zone_low,htf_zone_high,htf_location,htf_allows_long,htf_allows_short,htf_objective_type,htf_objective_level,displacement_factor,has_displacement,swing_significance,fvg_status,fvg_fill_percent,source_fvg_direction,breach_time,breach_displacement_factor,ifvg_mean_threshold,source_zone_type,source_zone_time,fill_percent,fill_mode,ltf_mss_time,forward_bars,mfe,mae,mfe_r,mae_r,hit_0_5r,hit_1r,hit_2r,invalidated,bars_to_0_5r,bars_to_1r,bars_to_2r,bars_to_invalidation,future_high,future_low,hit_1r_before_invalidation,hit_2r_before_invalidation
4865ae4c1bb68176,Entry Model 1,BTCUSDT,1h,long,1746428400000,skipped_outcome,94411.3,94529.1,94470.20000000001,95300.0,,3,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""body_ratio"": 0.867638, ""displacement_factor"": 0.844831, ""fvg_created_at"": 1746424800000, ""fvg_fill_percent"": 0.0, ""fvg_mitigated_at"": null, ""fvg_status"": ""open"", ""fvg_time"": 1746424800000, ""has_displacement"": false, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_location"": ""unknown"", ""htf_objective_level"": null, ""htf_objective_type"": ""none"", ""htf_reason"": ""no HTF context"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""range_expansion"": 0.522799, ""structure_time"": 1746388800000, ""structure_type"": ""BOS"", ""sweep_time"": 1746385200000, ""sweep_timestamp"": 1746385200000, ""swing_significance"": ""long""}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""1h"", ""raw_timestamp"": 1746428400000}",risk is not positive; R metrics are skipped,invalid risk,none,,None,,,unknown,False,False,none,,0.844831,False,long,open,,,,,,,,,,,20,694.8999999999942,910.6000000000058,,,False,False,False,True,,,,1,95165.1,93559.6,False,False
7d1a3645dabd6dab,Entry Model 1,BTCUSDT,1h,long,1746475200000,skipped_outcome,93926.0,94022.2,93974.1,95300.0,,3,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""body_ratio"": 0.867638, ""displacement_factor"": 0.844831, ""fvg_created_at"": 1746464400000, ""fvg_fill_percent"": 0.0, ""fvg_mitigated_at"": null, ""fvg_status"": ""open"", ""fvg_time"": 1746464400000, ""has_displacement"": false, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_location"": ""unknown"", ""htf_objective_level"": null, ""htf_objective_type"": ""none"", ""htf_reason"": ""no HTF context"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""range_expansion"": 0.522799, ""structure_time"": 1746388800000, ""structure_type"": ""BOS"", ""sweep_time"": 1746385200000, ""sweep_timestamp"": 1746385200000, ""swing_significance"": ""long""}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""1h"", ""raw_timestamp"": 1746475200000}",risk is not positive; R metrics are skipped,invalid risk,none,,None,,,unknown,False,False,none,,0.844831,False,long,open,,,,,,,,,,,20,1191.0,647.1000000000058,,,False,False,False,True,,,,1,95165.1,93327.0,False,False
a7171781c7000b61,Entry Model 1,BTCUSDT,1h,short,1746478800000,triggered,94320.2,94401.3,94360.75,94871.8,511.0500000000029,3,"BSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""body_ratio"": 0.605188, ""displacement_factor"": 0.599715, ""fvg_created_at"": 1746475200000, ""fvg_fill_percent"": 0.0, ""fvg_mitigated_at"": null, ""fvg_status"": ""open"", ""fvg_time"": 1746475200000, ""has_displacement"": false, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_location"": ""unknown"", ""htf_objective_level"": null, ""htf_objective_type"": ""none"", ""htf_reason"": ""no HTF context"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""range_expansion"": 1.186052, ""structure_time"": 1746471600000, ""structure_type"": ""BOS"", ""sweep_time"": 1746468000000, ""sweep_timestamp"": 1746468000000, ""swing_significance"": ""intermediate""}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""1h"", ""raw_timestamp"": 1746478800000}",,,none,,None,,,unknown,False,False,none,,0.599715,False,intermediate,open,,,,,,,,,,,20,1033.75,804.3500000000058,2.0227962038939324,1.5739164465316529,True,True,True,True,5,13,16,1,95165.1,93327.0,False,False
e027b3e64e5d442d,Entry Model 2,BTCUSDT,1h,long,1746489600000,skipped_outcome,94320.2,94401.3,94360.75,95300.0,,4,"SSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""breach_displacement_factor"": 0.694144093348301, ""breach_time"": 1746478800000, ""candidate_kind"": ""IFVG"", ""has_displacement"": true, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_location"": ""unknown"", ""htf_objective_level"": null, ""htf_objective_type"": ""none"", ""htf_reason"": ""no HTF context"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""ifvg_mean_threshold"": 94360.75, ""invalidated_at"": 1746478800000, ""retest_at"": null, ""source_direction"": ""bearish"", ""source_fvg_direction"": ""bearish"", ""source_fvg_time"": 1746475200000, ""sweep_time"": 1746385200000, ""swing_significance"": ""long""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""1h"", ""raw_timestamp"": 1746489600000}",risk is not positive; R metrics are skipped,invalid risk,none,,None,,,unknown,False,False,none,,,True,long,,,bearish,1746478800000,0.694144093348301,94360.75,,,,,,20,759.1499999999942,1033.75,,,False,False,False,True,,,,1,95119.9,93327.0,False,False
cf238665e4b400de,Entry Model 1,BTCUSDT,1h,long,1746496800000,skipped_outcome,93926.0,94022.2,93974.1,95300.0,,3,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""body_ratio"": 0.867638, ""displacement_factor"": 0.844831, ""fvg_created_at"": 1746464400000, ""fvg_fill_percent"": 100.0, ""fvg_mitigated_at"": 1746475200000, ""fvg_status"": ""filled"", ""fvg_time"": 1746464400000, ""has_displacement"": false, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_location"": ""unknown"", ""htf_objective_level"": null, ""htf_objective_type"": ""none"", ""htf_reason"": ""no HTF context"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""range_expansion"": 0.522799, ""structure_time"": 1746388800000, ""structure_type"": ""BOS"", ""sweep_time"": 1746385200000, ""sweep_timestamp"": 1746385200000, ""swing_significance"": ""long""}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""1h"", ""raw_timestamp"": 1746496800000}",risk is not positive; R metrics are skipped,invalid risk,none,,None,,,unknown,False,False,none,,0.844831,False,long,filled,100.0,,,,,,,,,,20,2274.7999999999884,647.1000000000058,,,False,False,False,True,,,,1,96248.9,93327.0,False,False
288b9cc98f041c33,Entry Model 1,BTCUSDT,1h,short,1746500400000,triggered,94358.0,94379.5,94368.75,94803.0,434.25,3,"BSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""body_ratio"": 0.678478, ""displacement_factor"": 0.600455, ""fvg_created_at"": 1746496800000, ""fvg_fill_percent"": 0.0, ""fvg_mitigated_at"": null, ""fvg_status"": ""open"", ""fvg_time"": 1746496800000, ""has_displacement"": false, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_location"": ""unknown"", ""htf_objective_level"": null, ""htf_objective_type"": ""none"", ""htf_reason"": ""no HTF context"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""range_expansion"": 1.010189, ""structure_time"": 1746482400000, ""structure_type"": ""BOS"", ""sweep_time"": 1746478800000, ""sweep_timestamp"": 1746478800000, ""swing_significance"": ""intermediate""}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""1h"", ""raw_timestamp"": 1746500400000}",,,none,,None,,,unknown,False,False,none,,0.600455,False,intermediate,open,,,,,,,,,,,20,1041.75,2510.75,2.3989637305699483,5.781807714450202,True,True,True,True,5,5,10,15,96879.5,93327.0,True,True
fac6c274d5c2db09,Entry Model 2,BTCUSDT,1h,long,1746511200000,skipped_outcome,94320.2,94401.3,94360.75,95300.0,,4,"SSL sweep, IFVG inversion armed","{""components"": {""fvg_detected"": false, ""inversion_detected"": true, ""ltf_refinement_detected"": false, ""structure_shift_detected"": false, ""sweep_detected"": true}, ""metadata"": {""breach_displacement_factor"": 0.694144093348301, ""breach_time"": 1746478800000, ""candidate_kind"": ""IFVG"", ""has_displacement"": true, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_location"": ""unknown"", ""htf_objective_level"": null, ""htf_objective_type"": ""none"", ""htf_reason"": ""no HTF context"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""ifvg_mean_threshold"": 94360.75, ""invalidated_at"": 1746478800000, ""retest_at"": 1746489600000, ""source_direction"": ""bearish"", ""source_fvg_direction"": ""bearish"", ""source_fvg_time"": 1746475200000, ""sweep_time"": 1746385200000, ""swing_significance"": ""long""}, ""raw_model_name"": ""Entry Model 2"", ""raw_timeframe"": ""1h"", ""raw_timestamp"": 1746511200000}",risk is not positive; R metrics are skipped,invalid risk,none,,None,,,unknown,False,False,none,,,True,long,,,bearish,1746478800000,0.694144093348301,94360.75,,,,,,20,3339.25,1033.75,,,False,False,False,True,,,,1,97700.0,93327.0,False,False
9bc3778fb168e022,Entry Model 1,BTCUSDT,1h,long,1746518400000,skipped_outcome,93926.0,94022.2,93974.1,95300.0,,3,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""body_ratio"": 0.867638, ""displacement_factor"": 0.844831, ""fvg_created_at"": 1746464400000, ""fvg_fill_percent"": 100.0, ""fvg_mitigated_at"": 1746475200000, ""fvg_status"": ""filled"", ""fvg_time"": 1746464400000, ""has_displacement"": false, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_location"": ""unknown"", ""htf_objective_level"": null, ""htf_objective_type"": ""none"", ""htf_reason"": ""no HTF context"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""range_expansion"": 0.522799, ""structure_time"": 1746388800000, ""structure_type"": ""BOS"", ""sweep_time"": 1746385200000, ""sweep_timestamp"": 1746385200000, ""swing_significance"": ""long""}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""1h"", ""raw_timestamp"": 1746518400000}",risk is not positive; R metrics are skipped,invalid risk,none,,None,,,unknown,False,False,none,,0.844831,False,long,filled,100.0,,,,,,,,,,20,3725.899999999994,647.1000000000058,,,False,False,False,True,,,,1,97700.0,93327.0,False,False
9e9f725292882942,Entry Model 1,BTCUSDT,1h,short,1746540000000,triggered,94020.3,94068.0,94044.15,94600.0,555.8500000000058,3,"BSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""body_ratio"": 0.580738, ""displacement_factor"": 0.567617, ""fvg_created_at"": 1746529200000, ""fvg_fill_percent"": 0.0, ""fvg_mitigated_at"": null, ""fvg_status"": ""open"", ""fvg_time"": 1746529200000, ""has_displacement"": false, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_location"": ""unknown"", ""htf_objective_level"": null, ""htf_objective_type"": ""none"", ""htf_reason"": ""no HTF context"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""range_expansion"": 1.103161, ""structure_time"": 1746525600000, ""structure_type"": ""BOS"", ""sweep_time"": 1746514800000, ""sweep_timestamp"": 1746514800000, ""swing_significance"": ""long""}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""1h"", ""raw_timestamp"": 1746540000000}",,,none,,None,,,unknown,False,False,none,,0.567617,False,long,open,,,,,,,,,,,20,18.54999999998836,3655.850000000006,0.033372312674261335,6.577044166591648,False,False,False,True,,,,1,97700.0,94025.6,False,False
566f12d4db4fc0be,Entry Model 1,BTCUSDT,1h,long,1746561600000,triggered,94800.0,94864.4,94832.2,93561.3,1270.8999999999942,4,"SSL sweep, BOS confirmed, post-BOS FVG ready","{""components"": {""fvg_detected"": true, ""inversion_detected"": false, ""ltf_refinement_detected"": false, ""structure_shift_detected"": true, ""sweep_detected"": true}, ""metadata"": {""body_ratio"": 0.619119, ""displacement_factor"": 0.928894, ""fvg_created_at"": 1746558000000, ""fvg_fill_percent"": 0.0, ""fvg_mitigated_at"": null, ""fvg_status"": ""open"", ""fvg_time"": 1746558000000, ""has_displacement"": true, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_bias"": ""none"", ""htf_confidence"": null, ""htf_location"": ""unknown"", ""htf_objective_level"": null, ""htf_objective_type"": ""none"", ""htf_reason"": ""no HTF context"", ""htf_zone_high"": null, ""htf_zone_low"": null, ""htf_zone_type"": ""None"", ""range_expansion"": 1.503908, ""structure_time"": 1746543600000, ""structure_type"": ""BOS"", ""sweep_time"": 1746540000000, ""sweep_timestamp"": 1746540000000, ""swing_significance"": ""intermediate""}, ""raw_model_name"": ""Entry Model 1"", ""raw_timeframe"": ""1h"", ""raw_timestamp"": 1746561600000}",,,none,,None,,,unknown,False,False,none,,0.928894,True,intermediate,open,,,,,,,,,,,20,2867.800000000003,432.1999999999971,2.2565111338421717,0.34007396333307033,True,True,True,False,2,2,4,,97700.0,94400.0,True,True
